symbol,direction,entry_time,entry_price,exit_time,exit_price,result,r_multiple,costs
GALAUSDT,SHORT,1650297600000,0.1884,1650422700000,0.20620880261819205,LOSS,-1.0199424684371585,0.00035515148411688
GALAUSDT,SHORT,1650643200000,0.18776,1651261500000,0.15304265210602583,WIN,1.9823307100321985,0.0003067154434258368
GALAUSDT,SHORT,1651262400000,0.1537,1652139900000,0.10532659146058931,WIN,1.990361884156132,0.00023311425763279658
GALAUSDT,SHORT,1652241600000,0.10707,1652273100000,0.06284010534956647,WIN,1.9930856607258876,0.00015291024883567345
GALAUSDT,SHORT,1652846400000,0.08641,1654945200000,0.06657532833554129,WIN,1.9861169540996884,0.00013768282856764513
GALAUSDT,SHORT,1655582400000,0.05095,1655800200000,0.05963702039851673,LOSS,-1.0114573295787046,9.953005576273516e-05
GALAUSDT,SHORT,1657584000000,0.04814,1658151000000,0.05677514284075707,LOSS,-1.0109350079467776,9.442535558523875e-05
GALAUSDT,SHORT,1662048000000,0.04934,1662726600000,0.05294271126986669,LOSS,-1.0255516342525377,9.205516068512944e-05
GALAUSDT,SHORT,1663142400000,0.04797,1663534800000,0.03924656130635404,WIN,1.9820040781520822,7.849316048797773e-05
GALAUSDT,SHORT,1664438400000,0.03992,1664502300000,0.04111233070125006,LOSS,-1.0611653595942798,7.292933609725984e-05
GALAUSDT,SHORT,1664755200000,0.03943,1664870400000,0.040925856281424186,LOSS,-1.0483472715411377,7.23205698245316e-05
GALAUSDT,SHORT,1666166400000,0.03475,1667063700000,0.03766266266944915,LOSS,-1.0223753954134893,6.517197893503388e-05
GALAUSDT,SHORT,1668009600000,0.02874,1673208000000,0.03743298098621579,LOSS,-1.006851208069847,5.9557421483788855e-05
GALAUSDT,SHORT,1678392000000,0.03298,1678719600000,0.03833281060047087,LOSS,-1.011990448549944,6.418260010254088e-05
GALAUSDT,LONG,1681689600000,0.0441,1681834500000,0.04975522952302287,WIN,1.9701272688647085,8.446857552481257e-05
GALAUSDT,SHORT,1690862400000,0.02235,1690931700000,0.02343767698824269,LOSS,-1.0378872838813955,4.1209126824812104e-05
GALAUSDT,SHORT,1692316800000,0.01922,1699506000000,0.023836194740845047,LOSS,-1.008394684514244,3.8751498505706396e-05
GALAUSDT,LONG,1702108800000,0.03333,1702260000000,0.030011386913611927,LOSS,-1.0171782339371511,5.700791194486552e-05
GALAUSDT,LONG,1702555200000,0.03259,1702890900000,0.028157203147394682,LOSS,-1.0123338314860715,5.467336939202205e-05
GALAUSDT,LONG,1708387200000,0.0283,1708442100000,0.02706597606029423,LOSS,-1.0403797881513774,4.982962525904716e-05
GALAUSDT,LONG,1708617600000,0.02913,1709054100000,0.03614851090505607,WIN,1.9832587690160752,5.874925611236599e-05
GALAUSDT,LONG,1709064000000,0.04163,1710043200000,0.06163878066305366,WIN,1.9907102884073065,9.293790084061518e-05
GALAUSDT,LONG,1710086400000,0.08127,1710830700000,0.05214868623222017,LOSS,-1.0041235310614525,0.00012008264187174378
GALAUSDT,SHORT,1722801600000,0.01793,1724417100000,0.020655298178594673,LOSS,-1.0127425738926952,3.472731342037041e-05
GALAUSDT,LONG,1732896000000,0.03981,1733193900000,0.04987100183084307,WIN,1.9839556953066124,8.071088944738847e-05
GALAUSDT,LONG,1733212800000,0.0514,1734552000000,0.03927419956937731,LOSS,-1.0067302117694779,8.16092047725165e-05
GALAUSDT,SHORT,1740470400000,0.01849,1760130900000,0.007914705967469321,WIN,1.9955061069245321,2.37621203119133e-05
GALAUSDT,SHORT,1762286400000,0.00839,1762501500000,0.00936351274561738,LOSS,-1.0164130939687603,1.597835617360389e-05
GALAUSDT,SHORT,1763553600000,0.00842,1763710200000,0.007148750630380032,WIN,1.9779561403886388,1.4011621317467065e-05
GALAUSDT,SHORT,1763712000000,0.00752,1780538400000,0.00259,WIN,3.51338006882531,9.098013999999863e-06
GALAUSDT,SHORT,1780646400000,0.00258,,,UNRESOLVED,0.0,0.0
JTOUSDT,LONG,1710532800000,3.1747,1711932300000,4.309495648611438,WIN,1.9881290536620182,0.006735549124620377
JTOUSDT,LONG,1715313600000,4.127,1717783200000,3.3740229277174874,LOSS,-1.0089658390392884,0.006751071230359562
JTOUSDT,SHORT,1723492800000,2.46,1724447700000,2.716214971966876,LOSS,-1.0181825624084408,0.004658644717764615
JTOUSDT,SHORT,1725580800000,1.982,1726806600000,2.306117786358393,LOSS,-1.0119073096069227,0.003859370831279796
JTOUSDT,SHORT,1728590400000,1.846,1728875700000,2.01333472021555,LOSS,-1.020757405938609,0.0034734347151377243
JTOUSDT,LONG,1732291200000,3.68,1736739900000,2.515843835944282,LOSS,-1.004790158275806,0.005576492283582146
JTOUSDT,SHORT,1741536000000,2.263,1742932800000,2.445157471925315,LOSS,-1.023262170425622,0.0042373781562271284
JTOUSDT,SHORT,1743868800000,1.716,1746789300000,2.0470475092946185,LOSS,-1.0102305828401583,0.0033868089678666946
JTOUSDT,SHORT,1763092800000,0.644,1765996200000,0.338,WIN,2.0753998860138556,0.0008837387999999224
JTOUSDT,SHORT,1766088000000,0.308,1766676600000,0.3752432833552724,LOSS,-1.0091448896156285,0.0006149324036763965
JTOUSDT,SHORT,1772942400000,0.2515,1773134100000,0.2657141156876468,LOSS,-1.0327488221688357,0.00046549554694200364
AMZNUSDT,LONG,1776888000000,255.54,1777492800000,248.08966060590444,LOSS,-1.0608385954836375,0.4532681846131883
AMZNUSDT,LONG,1777910400000,271.32,1778592600000,265.87384823932626,LOSS,-1.0887737936604762,0.48347555264568864
ICPUSDT,SHORT,1642636800000,26.52,1642845600000,18.718355805215285,WIN,1.9895629795772873,0.04071295989585266
ICPUSDT,SHORT,1643155200000,20.05,1643812200000,22.029111284762877,LOSS,-1.0191356576409385,0.037871595978540284
ICPUSDT,SHORT,1647043200000,16.0,1647524700000,17.216971102340036,LOSS,-1.0245655113164474,0.029895517386323567
ICPUSDT,SHORT,1650643200000,16.41,1651356000000,13.164229676686265,WIN,1.983599481846405,0.02661615755495328
ICPUSDT,SHORT,1652097600000,11.19,1652273100000,8.472452078717586,WIN,1.9869767423619817,0.017695663361260827
ICPUSDT,SHORT,1654430400000,7.39,1654504200000,7.957131546432123,LOSS,-1.0243550758285154,0.013812531818097606
ICPUSDT,SHORT,1654732800000,6.5,1655109900000,5.191113380356862,WIN,1.9839226100915222,0.010521740264996193
ICPUSDT,SHORT,1655568000000,5.08,1655773200000,5.917492935788289,LOSS,-1.011818501049779,0.009897911140796412
ICPUSDT,SHORT,1661558400000,5.74,1661686200000,6.499656892036305,LOSS,-1.0145010770647809,0.011015843134210446
ICPUSDT,SHORT,1665446400000,5.32,1667934900000,4.026099455196539,WIN,1.9869986441178216,0.008411230729567176
ICPUSDT,SHORT,1668038400000,3.681,1673684100000,5.30091309860213,LOSS,-1.0049904194109776,0.008084045771360904
ICPUSDT,LONG,1681718400000,6.192,1681866900000,7.2339756061050675,WIN,1.9768071928371926,0.012083169650372039
ICPUSDT,LONG,1682755200000,6.353,1682957700000,5.764726336901164,LOSS,-1.0185391120528724,0.010906071357943081
ICPUSDT,SHORT,1692316800000,3.405,1698579900000,3.8919024528166437,LOSS,-1.0134879369574632,0.006567309588025094
ICPUSDT,LONG,1701547200000,4.843,1701837000000,5.286414011995626,WIN,1.958880938890661,0.009116383927992688
ICPUSDT,LONG,1702166400000,5.573,1702652400000,7.342264902772303,WIN,1.9868607752956597,0.01162338455951395
ICPUSDT,LONG,1702699200000,7.947,1702749600000,11.821292657461196,WIN,1.990816032702682,0.01779068853318222
ICPUSDT,LONG,1702785600000,10.582,1711464300000,20.01696247693205,WIN,1.994162736883359,0.027537179236741594
ICPUSDT,LONG,1711929600000,18.776,1712025000000,17.114636847267263,LOSS,-1.019443013035432,0.032301905435168976
ICPUSDT,SHORT,1722830400000,6.86,1724338800000,8.118094202228852,LOSS,-1.0107150453256708,0.013480536400845677
ICPUSDT,LONG,1733097600000,12.771,1733287500000,14.933839677041082,WIN,1.976943345911325,0.02493392314139875
ICPUSDT,LONG,1733299200000,14.564,1733776200000,12.591840602587089,LOSS,-1.0123928375192535,0.024440650974207
ICPUSDT,SHORT,1741636800000,5.225,1742079600000,5.904572849091854,LOSS,-1.014739775863821,0.01001675147875214
ICPUSDT,SHORT,1743984000000,4.587,1744464600000,5.155053342641792,LOSS,-1.0154351025878465,0.00876796161904514
ICPUSDT,SHORT,1760630400000,3.215,1762002000000,3.6345400824920517,LOSS,-1.0146938760788746,0.006164669982259063
ICPUSDT,SHORT,1764878400000,3.69,1765711800000,3.18952888989895,WIN,1.9752574093420228,0.006191475906686894
ICPUSDT,SHORT,1766088000000,2.777,1766264400000,3.177195582894327,LOSS,-1.013390592732095,0.005358856063721273
ICPUSDT,SHORT,1769788800000,2.963,1770336900000,2.006026951155997,WIN,1.9906540045890901,0.004471932861430217
ICPUSDT,SHORT,1770350400000,2.235,1773216900000,2.855567338698399,LOSS,-1.0073829775313436,0.004581634718295979
ICPUSDT,SHORT,1777636800000,2.365,1777976100000,2.4514752489119327,LOSS,-1.0501281589080513,0.004334845019070638
ICPUSDT,SHORT,1782676800000,2.138,1783180800000,2.2748202373825666,LOSS,-1.029027617943581,0.003971565577691211
IMXUSDT,SHORT,1650801600000,1.781,1651340700000,1.4880489623318665,WIN,1.9799141487989957,0.0029420854758909765
IMXUSDT,SHORT,1651363200000,1.356,1651692600000,1.7938846547050127,LOSS,-1.006474270645714,0.0028349837661652555
IMXUSDT,SHORT,1651838400000,1.458,1666218600000,0.5651635376727253,WIN,1.9959216078342787,0.0018206686166128971
IMXUSDT,SHORT,1666224000000,0.577,1667016900000,0.6650549576988773,LOSS,-1.012695106580406,0.0011178670729203866
IMXUSDT,SHORT,1672214400000,0.403,1673206200000,0.43240735804528807,LOSS,-1.0255674958136134,0.0007518725037123329
IMXUSDT,LONG,1676476800000,1.192,1676748600000,1.0524808072740484,LOSS,-1.0144787293483923,0.002020060630385234
IMXUSDT,LONG,1679054400000,1.43,1679679900000,1.107118827910002,LOSS,-1.0070721730430194,0.0022834715213533863
IMXUSDT,SHORT,1692316800000,0.59,1695255300000,0.6605977029216277,LOSS,-1.0159431823641545,0.0011255520521699092
IMXUSDT,LONG,1699747200000,1.17,1701988200000,1.5327509293936041,WIN,1.9865891271990164,0.002432403286268092
IMXUSDT,LONG,1702080000000,1.5853,1702138500000,1.8527729336870562,WIN,1.976863362561001,0.003094212145731412
IMXUSDT,LONG,1702267200000,1.9106,1702557900000,2.266315769244614,WIN,1.9788642878714717,0.003759153049166075
IMXUSDT,LONG,1702656000000,2.1918,1702863000000,1.9473128591234052,LOSS,-1.0152369996118489,0.0037252504706387357
IMXUSDT,LONG,1703073600000,2.3146,1704283200000,1.9916546500318983,LOSS,-1.0120010824570829,0.0038756937740986874
IMXUSDT,LONG,1707465600000,2.3976,1707556500000,2.7672854503008035,WIN,1.9748525511923813,0.004648322968180463
IMXUSDT,LONG,1707710400000,2.9576,1708426800000,3.616930151393802,WIN,1.9820516466364677,0.0059169452702235725
